tripduration,starttime,stoptime,start_station_name,end_station_name,usertype,birth_year,gender
201,2017-09-13T12:56:19,2017-09-13T12:59:41,E 47 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1962,male
184,2017-10-16T12:40:00,2017-10-16T12:43:04,E 47 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1962,male
207,2018-05-10T13:47:43.771000,2018-05-10T13:51:11.319000,E 47 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1981,male
177,2017-05-30T08:38:25,2017-05-30T08:41:23,E 47 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1986,male
207,2017-09-25T11:15:05,2017-09-25T11:18:32,E 47 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1990,male
753,2017-04-09T15:49:40,2017-04-09T16:02:14,3 Ave & E 71 St,E 53 St & 3 Ave,Customer,1977,female
370,2018-04-11T20:01:53.472000,2018-04-11T20:08:03.574000,3 Ave & E 71 St,E 53 St & 3 Ave,Subscriber,1989,male
404,2017-10-29T20:13:30,2017-10-29T20:20:15,3 Ave & E 71 St,E 53 St & 3 Ave,Subscriber,1989,female
736,2018-04-12T15:30:23.840000,2018-04-12T15:42:40.562000,E 41 St & 5 Ave,E 53 St & 3 Ave,Subscriber,1982,male
707,2017-09-19T14:34:48,2017-09-19T14:46:35,Broadway & W 51 St,E 53 St & 3 Ave,Subscriber,1952,male
735,2017-06-08T17:20:33,2017-06-08T17:32:49,Broadway & W 51 St,E 53 St & 3 Ave,Subscriber,1960,female
756,2017-04-24T08:07:14,2017-04-24T08:19:51,Broadway & W 51 St,E 53 St & 3 Ave,Subscriber,1966,male
451,2017-09-07T08:25:29,2017-09-07T08:33:01,Broadway & W 51 St,E 53 St & 3 Ave,Subscriber,1966,male
455,2017-09-29T06:35:58,2017-09-29T06:43:34,Broadway & W 51 St,E 53 St & 3 Ave,Subscriber,1967,male
407,2018-02-15T17:18:55.268000,2018-02-15T17:25:42.572000,Broadway & W 51 St,E 53 St & 3 Ave,Subscriber,1974,female
387,2017-08-31T07:38:15,2017-08-31T07:44:43,Broadway & W 51 St,E 53 St & 3 Ave,Subscriber,1985,male
443,2017-09-05T11:39:08,2017-09-05T11:46:32,Broadway & W 51 St,E 53 St & 3 Ave,Subscriber,1982,male
611,2017-11-06T07:55:02,2017-11-06T08:05:14,Broadway & W 51 St,E 53 St & 3 Ave,Subscriber,1984,male
424,2018-05-04T08:45:20.050000,2018-05-04T08:52:24.549000,Broadway & W 51 St,E 53 St & 3 Ave,Subscriber,1987,female
436,2017-07-14T06:39:04,2017-07-14T06:46:21,Broadway & W 51 St,E 53 St & 3 Ave,Subscriber,1992,female
928,2017-07-27T07:21:28,2017-07-27T07:36:56,2 Ave & E 96 St,E 53 St & 3 Ave,Subscriber,1987,male
1207,2017-06-12T07:26:28,2017-06-12T07:46:35,Cherry St,E 53 St & 3 Ave,Subscriber,1992,male
944,2017-10-12T12:51:48,2017-10-12T13:07:33,W 38 St & 8 Ave,E 53 St & 3 Ave,Subscriber,1970,male
1615,2017-08-24T17:19:25,2017-08-24T17:46:20,W 64 St & West End Ave,E 53 St & 3 Ave,Subscriber,1947,male
1011,2017-07-24T08:49:02,2017-07-24T09:05:53,W 64 St & West End Ave,E 53 St & 3 Ave,Subscriber,1979,male
894,2017-08-25T17:05:53,2017-08-25T17:20:47,W 64 St & West End Ave,E 53 St & 3 Ave,Subscriber,1987,female
1932,2017-04-15T23:08:46,2017-04-15T23:40:59,Washington Ave & Park Ave,E 53 St & 3 Ave,Subscriber,1992,male
1383,2017-09-25T08:36:12,2017-09-25T08:59:16,Grand St & Elizabeth St,E 53 St & 3 Ave,Subscriber,1991,male
1446,2017-10-20T17:46:21,2017-10-20T18:10:28,W 15 St & 7 Ave,E 53 St & 3 Ave,Subscriber,1990,female
689,2017-08-25T07:22:25,2017-08-25T07:33:55,E 15 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1984,male
1301,2017-09-23T17:10:31,2017-09-23T17:32:12,E 15 St & 3 Ave,E 53 St & 3 Ave,Customer,1988,male
1067,2017-10-18T08:51:20,2017-10-18T09:09:08,E 15 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1993,female
1436,2017-12-02T03:52:52,2017-12-02T04:16:49,W 24 St & 7 Ave,E 53 St & 3 Ave,Subscriber,1960,male
904,2017-04-05T16:01:01,2017-04-05T16:16:06,W 24 St & 7 Ave,E 53 St & 3 Ave,Subscriber,1971,male
1027,2018-03-19T16:25:25.441000,2018-03-19T16:42:32.492000,W 24 St & 7 Ave,E 53 St & 3 Ave,Subscriber,1976,male
425,2018-01-16T17:21:09.348000,2018-01-16T17:28:14.631000,E 41 St & Madison Ave,E 53 St & 3 Ave,Subscriber,1969,male
384,2017-05-30T07:20:20,2017-05-30T07:26:44,E 32 St & Park Ave,E 53 St & 3 Ave,Subscriber,1991,male
1601,2018-05-17T08:50:14.555000,2018-05-17T09:16:56.160000,E 32 St & Park Ave,E 53 St & 3 Ave,Customer,1994,male
497,2017-08-29T09:39:15,2017-08-29T09:47:32,E 32 St & Park Ave,E 53 St & 3 Ave,Subscriber,1992,male
458,2017-04-25T22:17:11,2017-04-25T22:24:50,E 39 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1963,male
359,2018-04-09T08:58:56.130000,2018-04-09T09:04:55.187000,E 39 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1980,male
749,2017-04-12T08:11:16,2017-04-12T08:23:46,E 39 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1980,male
434,2017-11-02T06:34:39,2017-11-02T06:41:54,E 39 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1989,male
406,2017-04-27T08:27:20,2017-04-27T08:34:07,E 39 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1988,male
500,2017-06-16T09:50:34,2017-06-16T09:58:54,E 39 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1988,male
521,2018-04-18T06:39:42.864000,2018-04-18T06:48:24.413000,E 39 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1989,male
404,2017-10-16T06:38:43,2017-10-16T06:45:27,E 39 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1989,male
1590,2017-07-09T16:35:41,2017-07-09T17:02:12,E 72 St & Park Ave,E 53 St & 3 Ave,Subscriber,1969,female
856,2017-08-03T08:49:49,2017-08-03T09:04:06,E 72 St & Park Ave,E 53 St & 3 Ave,Subscriber,1973,male
873,2017-10-05T16:58:54,2017-10-05T17:13:28,Broadway & W 37 St,E 53 St & 3 Ave,Subscriber,1982,female
652,2018-02-09T17:41:16.915000,2018-02-09T17:52:09.577000,Broadway & W 37 St,E 53 St & 3 Ave,Subscriber,1990,male
512,2017-04-27T20:18:20,2017-04-27T20:26:53,Broadway & W 37 St,E 53 St & 3 Ave,Subscriber,1991,male
525,2017-09-28T08:32:20,2017-09-28T08:41:05,Lexington Ave & E 24 St,E 53 St & 3 Ave,Subscriber,1984,male
561,2017-11-21T08:54:25,2017-11-21T09:03:46,Lexington Ave & E 24 St,E 53 St & 3 Ave,Subscriber,1984,male
1392,2017-06-29T08:33:52,2017-06-29T08:57:04,E 91 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1989,female
852,2018-02-15T08:39:56.518000,2018-02-15T08:54:08.941000,E 91 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1989,male
184,2017-08-09T15:25:19,2017-08-09T15:28:24,E 48 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1961,male
1646,2017-12-20T13:36:15,2017-12-20T14:03:42,E 48 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1972,male
108,2017-04-17T19:59:39,2017-04-17T20:01:28,E 48 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1982,male
569,2018-03-08T16:17:59.681000,2018-03-08T16:27:29.282000,W 45 St & 6 Ave (OLD),E 53 St & 3 Ave,Subscriber,1976,male
256,2017-06-02T12:37:33,2017-06-02T12:41:50,E 45 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1947,male
247,2018-05-30T15:03:36.562000,2018-05-30T15:07:44.164000,E 45 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1955,male
192,2018-02-27T14:27:40.358000,2018-02-27T14:30:53.023000,E 45 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1962,male
179,2017-04-14T09:58:39,2017-04-14T10:01:38,E 45 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1963,male
187,2017-07-12T11:53:36,2017-07-12T11:56:44,E 45 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1966,male
181,2017-04-26T17:02:39,2017-04-26T17:05:40,E 45 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1973,female
161,2017-10-10T14:26:39,2017-10-10T14:29:20,E 45 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1976,male
179,2018-04-23T17:19:15.241000,2018-04-23T17:22:14.611000,E 45 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1991,male
168,2018-02-02T18:56:15.874000,2018-02-02T18:59:04.410000,E 45 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1992,male
1716,2018-02-13T10:25:14.176000,2018-02-13T10:53:50.797000,Riverside Dr & W 82 St,E 53 St & 3 Ave,Subscriber,1952,female
1609,2017-08-11T08:20:32,2017-08-11T08:47:22,W 106 St & Central Park West,E 53 St & 3 Ave,Subscriber,1987,male
1489,2018-04-13T07:03:29.851000,2018-04-13T07:28:19.425000,Perry St & Bleecker St,E 53 St & 3 Ave,Subscriber,1984,female
1601,2017-08-02T09:01:17,2017-08-02T09:27:59,Kent Ave & N 7 St,E 53 St & 3 Ave,Subscriber,1984,male
1199,2017-09-05T08:00:25,2017-09-05T08:20:25,W 90 St & Amsterdam Ave,E 53 St & 3 Ave,Subscriber,1971,male
987,2017-09-05T19:25:20,2017-09-05T19:41:48,W 56 St & 10 Ave,E 53 St & 3 Ave,Subscriber,1982,male
541,2017-08-08T05:47:42,2017-08-08T05:56:43,W 56 St & 10 Ave,E 53 St & 3 Ave,Subscriber,1992,female
525,2017-08-13T10:55:22,2017-08-13T11:04:07,E 75 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1983,male
1353,2018-05-08T12:45:55.414000,2018-05-08T13:08:28.646000,Adam Clayton Powell Blvd & W 118 St,E 53 St & 3 Ave,Subscriber,1966,male
342,2018-05-26T15:40:41.582000,2018-05-26T15:46:23.809000,E 58 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1997,female
213,2017-08-07T08:22:31,2017-08-07T08:26:05,E 58 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1970,male
246,2017-12-04T09:55:23,2017-12-04T09:59:30,E 58 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1969,male
250,2017-11-02T08:23:27,2017-11-02T08:27:37,E 58 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1970,male
314,2018-05-15T21:32:05.489000,2018-05-15T21:37:20.413000,E 58 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1970,male
222,2018-01-10T23:33:44.784000,2018-01-10T23:37:27.104000,E 58 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1970,male
203,2018-01-15T22:10:07.646000,2018-01-15T22:13:31.320000,E 58 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1970,male
249,2017-12-07T18:54:25,2017-12-07T18:58:34,E 58 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1970,male
306,2017-11-06T08:45:20,2017-11-06T08:50:27,E 58 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1970,male
417,2017-08-03T20:11:27,2017-08-03T20:18:25,E 58 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1984,female
255,2018-03-30T19:37:30.177000,2018-03-30T19:41:45.563000,E 58 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1988,male
64,2017-09-12T03:51:36,2017-09-12T03:52:40,E 52 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1980,male
92,2017-12-20T09:55:04,2017-12-20T09:56:37,E 52 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1980,male
2296,2017-08-28T14:02:07,2017-08-28T14:40:24,E 52 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1982,female
92,2018-03-30T11:46:40.047000,2018-03-30T11:48:12.461000,E 52 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1993,male
259,2018-05-08T11:27:51.932000,2018-05-08T11:32:11.564000,E 47 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1973,male
219,2017-04-26T18:54:23,2017-04-26T18:58:02,E 47 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1983,male
238,2018-05-22T16:43:50.476000,2018-05-22T16:47:48.558000,E 47 St & 1 Ave,E 53 St & 3 Ave,Customer,1984,male
440,2017-09-27T16:28:23,2017-09-27T16:35:43,8 Ave & W 52 St,E 53 St & 3 Ave,Subscriber,1980,male
425,2018-03-26T18:38:56.031000,2018-03-26T18:46:01.612000,8 Ave & W 52 St,E 53 St & 3 Ave,Subscriber,1980,male
468,2017-08-25T08:59:22,2017-08-25T09:07:10,8 Ave & W 52 St,E 53 St & 3 Ave,Subscriber,1985,male
469,2017-06-09T09:12:54,2017-06-09T09:20:44,8 Ave & W 52 St,E 53 St & 3 Ave,Subscriber,1994,male
625,2017-05-18T22:29:05,2017-05-18T22:39:31,8 Ave & W 52 St,E 53 St & 3 Ave,Customer,1992,male
682,2017-06-08T19:58:54,2017-06-08T20:10:16,W 41 St & 8 Ave,E 53 St & 3 Ave,Subscriber,1979,female
928,2017-09-16T10:56:43,2017-09-16T11:12:12,W 41 St & 8 Ave,E 53 St & 3 Ave,Subscriber,1988,female
845,2017-09-22T23:21:39,2017-09-22T23:35:44,W 41 St & 8 Ave,E 53 St & 3 Ave,Subscriber,1993,male
654,2017-07-03T21:52:55,2017-07-03T22:03:49,W 41 St & 8 Ave,E 53 St & 3 Ave,Subscriber,1989,male
704,2018-02-17T12:32:33.690000,2018-02-17T12:44:17.863000,W 41 St & 8 Ave,E 53 St & 3 Ave,Subscriber,1981,male
1289,2017-04-04T23:11:04,2017-04-04T23:32:33,Columbus Ave & W 95 St,E 53 St & 3 Ave,Subscriber,1994,male
1225,2017-09-25T07:53:49,2017-09-25T08:14:14,W 4 St & 7 Ave S,E 53 St & 3 Ave,Subscriber,1984,female
1820,2018-03-06T13:55:05.125000,2018-03-06T14:25:26.070000,W 4 St & 7 Ave S,E 53 St & 3 Ave,Customer,1969,unknown
2132,2017-10-04T09:05:55,2017-10-04T09:41:28,Carlton Ave & Park Ave,E 53 St & 3 Ave,Subscriber,1986,male
476,2017-08-03T14:28:07,2017-08-03T14:36:04,Pershing Square South,E 53 St & 3 Ave,Subscriber,1957,male
456,2018-01-19T14:56:01.074000,2018-01-19T15:03:37.731000,Pershing Square South,E 53 St & 3 Ave,Subscriber,1968,male
711,2017-10-18T13:21:15,2017-10-18T13:33:06,Pershing Square South,E 53 St & 3 Ave,Subscriber,1975,male
1186,2017-04-27T08:46:46,2017-04-27T09:06:33,Amsterdam Ave & W 66 St,E 53 St & 3 Ave,Subscriber,1990,female
2551,2017-06-14T10:28:10,2017-06-14T11:10:41,Pioneer St & Richards St,E 53 St & 3 Ave,Subscriber,1967,female
2216,2017-08-04T08:27:20,2017-08-04T09:04:16,Pearl St & Hanover Square,E 53 St & 3 Ave,Subscriber,1974,male
1192,2017-10-04T07:30:58,2017-10-04T07:50:50,47 Ave & 31 St,E 53 St & 3 Ave,Subscriber,1972,male
1951,2017-08-30T19:36:16,2017-08-30T20:08:48,Bayard St & Leonard St,E 53 St & 3 Ave,Subscriber,1980,male
1021,2018-05-08T17:50:20.024000,2018-05-08T18:07:21.351000,E 53 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1955,male
1431,2017-06-21T18:57:26,2017-06-21T19:21:17,E 53 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1999,female
2698,2017-11-02T14:20:29,2017-11-02T15:05:28,E 53 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1969,male
62,2017-08-19T12:40:13,2017-08-19T12:41:16,E 53 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1982,female
1204,2018-03-15T10:11:26.716000,2018-03-15T10:31:31.702000,E 53 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1987,male
3277,2018-05-04T13:21:01.888000,2018-05-04T14:15:39.364000,E 53 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1988,male
289,2017-06-20T15:42:17,2017-06-20T15:47:06,E 53 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1992,male
1291,2017-04-06T21:47:54,2017-04-06T22:09:26,W 13 St & 7 Ave,E 53 St & 3 Ave,Subscriber,1958,male
735,2017-10-13T01:58:07,2017-10-13T02:10:22,E 80 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1986,male
616,2017-11-01T08:13:06,2017-11-01T08:23:22,E 80 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1987,male
580,2017-08-04T08:19:56,2017-08-04T08:29:37,E 80 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1988,female
1339,2018-01-09T21:58:16.761000,2018-01-09T22:20:35.790000,9 Ave & W 22 St,E 53 St & 3 Ave,Subscriber,1990,female
2281,2017-06-26T17:27:05,2017-06-26T18:05:07,Union Ave & N 12 St,E 53 St & 3 Ave,Subscriber,1979,male
2448,2018-04-20T08:08:31.097000,2018-04-20T08:49:20.006000,Berkeley Pl & 7 Ave,E 53 St & 3 Ave,Subscriber,1989,male
2049,2017-09-01T09:12:23,2017-09-01T09:46:33,Clinton Ave & Myrtle Ave,E 53 St & 3 Ave,Subscriber,1986,male
890,2017-08-29T07:24:19,2017-08-29T07:39:10,Madison Ave & E 82 St,E 53 St & 3 Ave,Subscriber,1987,female
681,2017-08-28T16:39:34,2017-08-28T16:50:56,Broadway & W 60 St,E 53 St & 3 Ave,Subscriber,1972,male
430,2018-05-11T06:44:33.706000,2018-05-11T06:51:44.687000,Broadway & W 60 St,E 53 St & 3 Ave,Subscriber,1984,male
981,2018-05-15T16:29:56.689000,2018-05-15T16:46:18.056000,Broadway & W 60 St,E 53 St & 3 Ave,Subscriber,1984,female
751,2017-06-13T09:45:32,2017-06-13T09:58:03,Broadway & W 60 St,E 53 St & 3 Ave,Subscriber,1984,male
302,2018-03-18T20:06:33.098000,2018-03-18T20:11:35.188000,Lexington Ave & E 63 St,E 53 St & 3 Ave,Subscriber,1986,male
517,2017-08-04T16:50:17,2017-08-04T16:58:54,Lexington Ave & E 63 St,E 53 St & 3 Ave,Subscriber,1986,male
187,2017-08-07T22:32:24,2017-08-07T22:35:31,Lexington Ave & E 63 St,E 53 St & 3 Ave,Subscriber,1992,male
578,2017-10-11T20:03:39,2017-10-11T20:13:17,W 49 St & 8 Ave,E 53 St & 3 Ave,Subscriber,1961,male
813,2017-12-07T08:01:40,2017-12-07T08:15:13,E 30 St & Park Ave S,E 53 St & 3 Ave,Subscriber,1971,male
716,2018-05-07T13:02:18.040000,2018-05-07T13:14:15.012000,E 30 St & Park Ave S,E 53 St & 3 Ave,Subscriber,1983,male
595,2018-01-25T13:17:53.974000,2018-01-25T13:27:49.745000,E 30 St & Park Ave S,E 53 St & 3 Ave,Subscriber,1983,male
415,2018-02-14T12:13:52.945000,2018-02-14T12:20:48.370000,E 65 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1956,male
324,2017-10-04T10:00:04,2017-10-04T10:05:28,E 65 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1976,male
322,2017-11-16T09:44:49,2017-11-16T09:50:12,E 65 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1976,male
303,2017-12-09T23:27:47,2017-12-09T23:32:50,E 65 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1990,male
249,2017-11-18T09:42:36,2017-11-18T09:46:46,E 65 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1990,male
258,2017-09-25T22:27:25,2017-09-25T22:31:43,E 65 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1990,male
577,2017-06-26T17:51:22,2017-06-26T18:00:59,Lexington Ave & E 29 St,E 53 St & 3 Ave,Subscriber,1987,male
477,2018-03-26T18:03:14.435000,2018-03-26T18:11:11.672000,Lexington Ave & E 29 St,E 53 St & 3 Ave,Subscriber,1987,male
556,2017-10-20T18:17:12,2017-10-20T18:26:29,Lexington Ave & E 29 St,E 53 St & 3 Ave,Subscriber,1987,male
907,2018-04-27T16:33:50.736000,2018-04-27T16:48:58.058000,Lexington Ave & E 29 St,E 53 St & 3 Ave,Subscriber,1995,male
988,2017-08-14T14:07:30,2017-08-14T14:23:58,Lexington Ave & E 29 St,E 53 St & 3 Ave,Subscriber,1991,female
1577,2017-06-05T08:21:42,2017-06-05T08:48:00,W 82 St & Central Park West,E 53 St & 3 Ave,Subscriber,1974,male
945,2017-09-27T17:43:55,2017-09-27T17:59:40,Broadway & W 32 St,E 53 St & 3 Ave,Subscriber,1956,female
694,2017-07-20T22:14:56,2017-07-20T22:26:30,Broadway & W 32 St,E 53 St & 3 Ave,Subscriber,1987,male
1300,2018-05-07T17:39:47.767000,2018-05-07T18:01:27.814000,Broadway & W 32 St,E 53 St & 3 Ave,Subscriber,1989,female
1289,2018-02-15T08:44:27.300000,2018-02-15T09:05:56.603000,Carmine St & 6 Ave,E 53 St & 3 Ave,Subscriber,1992,female
1180,2017-11-17T08:55:31,2017-11-17T09:15:12,Lafayette St & E 8 St,E 53 St & 3 Ave,Subscriber,1993,male
11865,2017-04-18T13:12:40,2017-04-18T16:30:26,E 88 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1967,female
1011,2017-09-22T08:08:19,2017-09-22T08:25:11,E 88 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1972,female
920,2017-09-28T08:42:36,2017-09-28T08:57:57,E 88 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1981,male
289,2018-02-01T07:55:03.244000,2018-02-01T07:59:52.497000,1 Ave & E 62 St,E 53 St & 3 Ave,Subscriber,1972,male
341,2018-02-10T08:13:49.151000,2018-02-10T08:19:30.793000,1 Ave & E 62 St,E 53 St & 3 Ave,Subscriber,1977,male
343,2018-03-24T08:13:38.842000,2018-03-24T08:19:22.735000,1 Ave & E 62 St,E 53 St & 3 Ave,Subscriber,1977,male
373,2017-06-18T07:43:23,2017-06-18T07:49:36,1 Ave & E 62 St,E 53 St & 3 Ave,Subscriber,1977,male
553,2017-09-20T07:26:48,2017-09-20T07:36:01,1 Ave & E 62 St,E 53 St & 3 Ave,Subscriber,1977,male
340,2017-04-19T16:45:11,2017-04-19T16:50:51,1 Ave & E 62 St,E 53 St & 3 Ave,Subscriber,1983,male
540,2017-11-13T13:08:51,2017-11-13T13:17:52,1 Ave & E 62 St,E 53 St & 3 Ave,Subscriber,1989,male
235,2017-07-14T19:31:16,2017-07-14T19:35:11,E 47 St & Park Ave,E 53 St & 3 Ave,Subscriber,1997,male
290,2018-05-03T08:08:33.005000,2018-05-03T08:13:23.036000,E 47 St & Park Ave,E 53 St & 3 Ave,Subscriber,1956,male
198,2018-01-19T10:04:56.692000,2018-01-19T10:08:15.097000,E 47 St & Park Ave,E 53 St & 3 Ave,Subscriber,1965,male
213,2018-03-06T17:01:05.287000,2018-03-06T17:04:39.098000,E 47 St & Park Ave,E 53 St & 3 Ave,Subscriber,1970,male
353,2018-05-18T11:40:35.461000,2018-05-18T11:46:29.376000,E 47 St & Park Ave,E 53 St & 3 Ave,Subscriber,1972,male
558,2018-05-18T07:49:29.334000,2018-05-18T07:58:47.479000,Broadway & W 49 St,E 53 St & 3 Ave,Subscriber,1964,male
873,2017-12-06T10:44:15,2017-12-06T10:58:48,Broadway & W 49 St,E 53 St & 3 Ave,Subscriber,1974,male
563,2018-05-30T07:08:36.970000,2018-05-30T07:18:00.694000,Broadway & W 49 St,E 53 St & 3 Ave,Subscriber,1986,male
698,2017-12-01T18:05:48,2017-12-01T18:17:26,Broadway & W 49 St,E 53 St & 3 Ave,Subscriber,1991,male
884,2018-05-28T01:05:36.187000,2018-05-28T01:20:21.046000,E 11 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1966,male
1239,2017-06-21T08:17:27,2017-06-21T08:38:07,E 11 St & 1 Ave,E 53 St & 3 Ave,Subscriber,1963,male
706,2017-09-19T14:53:50,2017-09-19T15:05:36,E 55 St & Lexington Ave,E 53 St & 3 Ave,Subscriber,1982,male
199,2017-09-01T14:15:48,2017-09-01T14:19:08,E 55 St & Lexington Ave,E 53 St & 3 Ave,Subscriber,1985,male
938,2017-07-28T11:53:21,2017-07-28T12:09:00,E 78 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1956,male
1956,2018-02-09T11:51:46.586000,2018-02-09T12:24:22.601000,E 78 St & 2 Ave,E 53 St & 3 Ave,Customer,1969,unknown
630,2017-04-15T09:53:18,2017-04-15T10:03:49,E 78 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1990,male
744,2017-09-12T13:18:09,2017-09-12T13:30:34,E 78 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1988,male
925,2017-11-04T10:11:09,2017-11-04T10:26:34,E 78 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1986,female
953,2017-08-23T21:14:58,2017-08-23T21:30:51,E 78 St & 2 Ave,E 53 St & 3 Ave,Subscriber,1985,male
1569,2017-07-08T11:59:01,2017-07-08T12:25:10,Stanton St & Mangin St,E 53 St & 3 Ave,Subscriber,1995,male
1344,2017-10-08T13:10:11,2017-10-08T13:32:35,Allen St & Stanton St,E 53 St & 3 Ave,Subscriber,1984,male
227,2018-05-03T18:07:31.955000,2018-05-03T18:11:19.081000,E 55 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1989,female
520,2018-04-02T17:10:38.862000,2018-04-02T17:19:19.089000,FDR Drive & E 35 St,E 53 St & 3 Ave,Subscriber,1965,male
848,2017-11-03T16:26:24,2017-11-03T16:40:32,FDR Drive & E 35 St,E 53 St & 3 Ave,Subscriber,1965,male
570,2017-06-20T17:57:27,2017-06-20T18:06:57,FDR Drive & E 35 St,E 53 St & 3 Ave,Subscriber,1965,male
428,2017-05-30T07:00:21,2017-05-30T07:07:29,FDR Drive & E 35 St,E 53 St & 3 Ave,Subscriber,1977,male
535,2017-08-31T07:57:08,2017-08-31T08:06:03,FDR Drive & E 35 St,E 53 St & 3 Ave,Subscriber,1985,female
577,2018-01-10T07:47:31.713000,2018-01-10T07:57:09.222000,FDR Drive & E 35 St,E 53 St & 3 Ave,Subscriber,1987,male
323,2018-02-06T11:54:06.310000,2018-02-06T11:59:30.112000,E 35 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1977,male
417,2017-08-31T09:58:58,2017-08-31T10:05:55,E 35 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1984,male
332,2018-02-05T07:47:26.087000,2018-02-05T07:52:58.430000,E 35 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1984,male
332,2017-12-07T18:25:24,2017-12-07T18:30:56,E 35 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1984,male
437,2018-04-16T18:08:20.723000,2018-04-16T18:15:37.738000,E 35 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1987,male
1108,2017-10-15T01:39:28,2017-10-15T01:57:57,E 35 St & 3 Ave,E 53 St & 3 Ave,Subscriber,1990,male
1319,2017-11-02T07:37:52,2017-11-02T07:59:51,E 6 St & Avenue B,E 53 St & 3 Ave,Subscriber,1976,male
1282,2017-11-06T06:59:42,2017-11-06T07:21:04,E 6 St & Avenue B,E 53 St & 3 Ave,Subscriber,1971,male
1254,2017-10-19T07:44:46,2017-10-19T08:05:41,E 6 St & Avenue B,E 53 St & 3 Ave,Subscriber,1976,male
